unique_id,ds,y
MT_010,2012-01-01 00:15:00,351.6129
MT_010,2012-01-01 01:15:00,329.0323
MT_010,2012-01-01 02:15:00,288.1720
MT_010,2012-01-01 03:15:00,184.9462
MT_010,2012-01-01 04:15:00,169.8925
MT_010,2012-01-01 05:15:00,195.6989
MT_010,2012-01-01 06:15:00,241.9355
MT_010,2012-01-01 07:15:00,198.9247
MT_010,2012-01-01 08:15:00,161.2903
MT_010,2012-01-01 09:15:00,187.0968
MT_010,2012-01-01 10:15:00,249.4624
MT_010,2012-01-01 11:15:00,276.3441
MT_010,2012-01-01 12:15:00,253.7634
MT_010,2012-01-01 13:15:00,192.4731
MT_010,2012-01-01 14:15:00,200.0000
MT_010,2012-01-01 15:15:00,216.1290
MT_010,2012-01-01 16:15:00,244.0860
MT_010,2012-01-01 17:15:00,296.7742
MT_010,2012-01-01 18:15:00,354.8387
MT_010,2012-01-01 19:15:00,351.6129
MT_010,2012-01-01 20:15:00,386.0215
MT_010,2012-01-01 21:15:00,362.3656
MT_010,2012-01-01 22:15:00,362.3656
MT_010,2012-01-01 23:15:00,319.3548
MT_010,2012-01-02 00:15:00,263.4409
MT_010,2012-01-02 01:15:00,250.5376
MT_010,2012-01-02 02:15:00,238.7097
MT_010,2012-01-02 03:15:00,154.8387
MT_010,2012-01-02 04:15:00,151.6129
MT_010,2012-01-02 05:15:00,189.2473
MT_010,2012-01-02 06:15:00,235.4839
MT_010,2012-01-02 07:15:00,205.3763
MT_010,2012-01-02 08:15:00,205.3763
MT_010,2012-01-02 09:15:00,200.0000
MT_010,2012-01-02 10:15:00,211.8280
MT_010,2012-01-02 11:15:00,197.8495
MT_010,2012-01-02 12:15:00,189.2473
MT_010,2012-01-02 13:15:00,177.4194
MT_010,2012-01-02 14:15:00,191.3978
MT_010,2012-01-02 15:15:00,179.5699
MT_010,2012-01-02 16:15:00,178.4946
MT_010,2012-01-02 17:15:00,229.0323
MT_010,2012-01-02 18:15:00,312.9032
MT_010,2012-01-02 19:15:00,344.0860
MT_010,2012-01-02 20:15:00,318.2796
MT_010,2012-01-02 21:15:00,323.6559
MT_010,2012-01-02 22:15:00,317.2043
MT_010,2012-01-02 23:15:00,279.5699
MT_010,2012-01-03 00:15:00,255.9140
MT_010,2012-01-03 01:15:00,239.7849
MT_010,2012-01-03 02:15:00,225.8065
MT_010,2012-01-03 03:15:00,137.6344
MT_010,2012-01-03 04:15:00,126.8817
MT_010,2012-01-03 05:15:00,164.5161
MT_010,2012-01-03 06:15:00,221.5054
MT_010,2012-01-03 07:15:00,265.5914
MT_010,2012-01-03 08:15:00,365.5914
MT_010,2012-01-03 09:15:00,420.4301
MT_010,2012-01-03 10:15:00,469.8925
MT_010,2012-01-03 11:15:00,544.0860
MT_010,2012-01-03 12:15:00,535.4839
MT_010,2012-01-03 13:15:00,523.6559
MT_010,2012-01-03 14:15:00,505.3763
MT_010,2012-01-03 15:15:00,443.0108
MT_010,2012-01-03 16:15:00,325.8065
MT_010,2012-01-03 17:15:00,364.5161
MT_010,2012-01-03 18:15:00,438.7097
MT_010,2012-01-03 19:15:00,427.9570
MT_010,2012-01-03 20:15:00,306.4516
MT_010,2012-01-03 21:15:00,291.3978
MT_010,2012-01-03 22:15:00,290.3226
MT_010,2012-01-03 23:15:00,274.1935
MT_010,2012-01-04 00:15:00,245.1613
MT_010,2012-01-04 01:15:00,232.2581
MT_010,2012-01-04 02:15:00,217.2043
MT_010,2012-01-04 03:15:00,140.8602
MT_010,2012-01-04 04:15:00,139.7849
MT_010,2012-01-04 05:15:00,180.6452
MT_010,2012-01-04 06:15:00,216.1290
MT_010,2012-01-04 07:15:00,247.3118
MT_010,2012-01-04 08:15:00,343.0108
MT_010,2012-01-04 09:15:00,295.6989
MT_010,2012-01-04 10:15:00,260.2151
MT_010,2012-01-04 11:15:00,318.2796
MT_010,2012-01-04 12:15:00,390.3226
MT_010,2012-01-04 13:15:00,351.6129
MT_010,2012-01-04 14:15:00,453.7634
MT_010,2012-01-04 15:15:00,381.7204
MT_010,2012-01-04 16:15:00,335.4839
MT_010,2012-01-04 17:15:00,391.3978
MT_010,2012-01-04 18:15:00,395.6989
MT_010,2012-01-04 19:15:00,330.1075
MT_010,2012-01-04 20:15:00,334.4086
MT_010,2012-01-04 21:15:00,315.0538
MT_010,2012-01-04 22:15:00,300.0000
MT_010,2012-01-04 23:15:00,267.7419
MT_010,2012-01-05 00:15:00,248.3871
MT_010,2012-01-05 01:15:00,232.2581
MT_010,2012-01-05 02:15:00,234.4086
MT_010,2012-01-05 03:15:00,153.7634
MT_010,2012-01-05 04:15:00,140.8602
MT_010,2012-01-05 05:15:00,170.9677
MT_010,2012-01-05 06:15:00,216.1290
MT_010,2012-01-05 07:15:00,223.6559
MT_010,2012-01-05 08:15:00,290.3226
MT_010,2012-01-05 09:15:00,204.3011
MT_010,2012-01-05 10:15:00,389.2473
MT_010,2012-01-05 11:15:00,478.4946
MT_010,2012-01-05 12:15:00,644.0860
MT_010,2012-01-05 13:15:00,517.2043
MT_010,2012-01-05 14:15:00,337.6344
MT_010,2012-01-05 15:15:00,353.7634
MT_010,2012-01-05 16:15:00,286.0215
MT_010,2012-01-05 17:15:00,302.1505
MT_010,2012-01-05 18:15:00,367.7419
MT_010,2012-01-05 19:15:00,413.9785
MT_010,2012-01-05 20:15:00,501.0753
MT_010,2012-01-05 21:15:00,405.3763
MT_010,2012-01-05 22:15:00,323.6559
MT_010,2012-01-05 23:15:00,286.0215
MT_010,2012-01-06 00:15:00,237.6344
MT_010,2012-01-06 01:15:00,230.1075
MT_010,2012-01-06 02:15:00,229.0323
MT_010,2012-01-06 03:15:00,152.6882
MT_010,2012-01-06 04:15:00,148.3871
MT_010,2012-01-06 05:15:00,170.9677
MT_010,2012-01-06 06:15:00,216.1290
MT_010,2012-01-06 07:15:00,266.6667
MT_010,2012-01-06 08:15:00,400.0000
MT_010,2012-01-06 09:15:00,496.7742
MT_010,2012-01-06 10:15:00,601.0753
MT_010,2012-01-06 11:15:00,441.9355
MT_010,2012-01-06 12:15:00,425.8065
MT_010,2012-01-06 13:15:00,534.4086
MT_010,2012-01-06 14:15:00,320.4301
MT_010,2012-01-06 15:15:00,377.4194
MT_010,2012-01-06 16:15:00,386.0215
MT_010,2012-01-06 17:15:00,469.8925
MT_010,2012-01-06 18:15:00,378.4946
MT_010,2012-01-06 19:15:00,420.4301
MT_010,2012-01-06 20:15:00,405.3763
MT_010,2012-01-06 21:15:00,322.5806
MT_010,2012-01-06 22:15:00,312.9032
MT_010,2012-01-06 23:15:00,276.3441
MT_010,2012-01-07 00:15:00,260.2151
MT_010,2012-01-07 01:15:00,237.6344
MT_010,2012-01-07 02:15:00,234.4086
MT_010,2012-01-07 03:15:00,151.6129
MT_010,2012-01-07 04:15:00,145.1613
MT_010,2012-01-07 05:15:00,182.7957
MT_010,2012-01-07 06:15:00,220.4301
MT_010,2012-01-07 07:15:00,190.3226
MT_010,2012-01-07 08:15:00,174.1935
MT_010,2012-01-07 09:15:00,208.6022
MT_010,2012-01-07 10:15:00,210.7527
MT_010,2012-01-07 11:15:00,187.0968
MT_010,2012-01-07 12:15:00,182.7957
MT_010,2012-01-07 13:15:00,169.8925
MT_010,2012-01-07 14:15:00,180.6452
MT_010,2012-01-07 15:15:00,170.9677
MT_010,2012-01-07 16:15:00,177.4194
MT_010,2012-01-07 17:15:00,256.9892
MT_010,2012-01-07 18:15:00,321.5054
MT_010,2012-01-07 19:15:00,326.8817
MT_010,2012-01-07 20:15:00,311.8280
MT_010,2012-01-07 21:15:00,318.2796
MT_010,2012-01-07 22:15:00,288.1720
MT_010,2012-01-07 23:15:00,273.1183
MT_010,2012-01-08 00:15:00,250.5376
MT_010,2012-01-08 01:15:00,235.4839
MT_010,2012-01-08 02:15:00,222.5806
MT_010,2012-01-08 03:15:00,134.4086
MT_010,2012-01-08 04:15:00,133.3333
MT_010,2012-01-08 05:15:00,161.2903
MT_010,2012-01-08 06:15:00,201.0753
MT_010,2012-01-08 07:15:00,166.6667
MT_010,2012-01-08 08:15:00,160.2151
MT_010,2012-01-08 09:15:00,180.6452
MT_010,2012-01-08 10:15:00,233.3333
MT_010,2012-01-08 11:15:00,205.3763
MT_010,2012-01-08 12:15:00,210.7527
MT_010,2012-01-08 13:15:00,174.1935
MT_010,2012-01-08 14:15:00,176.3441
MT_010,2012-01-08 15:15:00,165.5914
MT_010,2012-01-08 16:15:00,154.8387
MT_010,2012-01-08 17:15:00,225.8065
MT_010,2012-01-08 18:15:00,305.3763
MT_010,2012-01-08 19:15:00,298.9247
MT_010,2012-01-08 20:15:00,326.8817
MT_010,2012-01-08 21:15:00,321.5054
MT_010,2012-01-08 22:15:00,292.4731
MT_010,2012-01-08 23:15:00,237.6344
MT_010,2012-01-09 00:15:00,220.4301
MT_010,2012-01-09 01:15:00,212.9032
MT_010,2012-01-09 02:15:00,210.7527
MT_010,2012-01-09 03:15:00,126.8817
MT_010,2012-01-09 04:15:00,123.6559
MT_010,2012-01-09 05:15:00,162.3656
MT_010,2012-01-09 06:15:00,200.0000
MT_010,2012-01-09 07:15:00,290.3226
MT_010,2012-01-09 08:15:00,406.4516
MT_010,2012-01-09 09:15:00,401.0753
MT_010,2012-01-09 10:15:00,391.3978
MT_010,2012-01-09 11:15:00,345.1613
MT_010,2012-01-09 12:15:00,306.4516
MT_010,2012-01-09 13:15:00,392.4731
MT_010,2012-01-09 14:15:00,512.9032
MT_010,2012-01-09 15:15:00,508.6022
MT_010,2012-01-09 16:15:00,266.6667
MT_010,2012-01-09 17:15:00,212.9032
MT_010,2012-01-09 18:15:00,317.2043
MT_010,2012-01-09 19:15:00,505.3763
MT_010,2012-01-09 20:15:00,354.8387
MT_010,2012-01-09 21:15:00,323.6559
MT_010,2012-01-09 22:15:00,298.9247
MT_010,2012-01-09 23:15:00,268.8172
MT_010,2012-01-10 00:15:00,240.8602
MT_010,2012-01-10 01:15:00,227.9570
MT_010,2012-01-10 02:15:00,212.9032
MT_010,2012-01-10 03:15:00,131.1828
MT_010,2012-01-10 04:15:00,133.3333
MT_010,2012-01-10 05:15:00,169.8925
MT_010,2012-01-10 06:15:00,208.6022
MT_010,2012-01-10 07:15:00,230.1075
MT_010,2012-01-10 08:15:00,334.4086
MT_010,2012-01-10 09:15:00,325.8065
MT_010,2012-01-10 10:15:00,447.3118
MT_010,2012-01-10 11:15:00,530.1075
MT_010,2012-01-10 12:15:00,451.6129
MT_010,2012-01-10 13:15:00,516.1290
MT_010,2012-01-10 14:15:00,375.2688
MT_010,2012-01-10 15:15:00,268.8172
MT_010,2012-01-10 16:15:00,201.0753
MT_010,2012-01-10 17:15:00,273.1183
MT_010,2012-01-10 18:15:00,390.3226
MT_010,2012-01-10 19:15:00,349.4624
MT_010,2012-01-10 20:15:00,344.0860
MT_010,2012-01-10 21:15:00,324.7312
MT_010,2012-01-10 22:15:00,298.9247
MT_010,2012-01-10 23:15:00,273.1183
MT_010,2012-01-11 00:15:00,235.4839
MT_010,2012-01-11 01:15:00,220.4301
MT_010,2012-01-11 02:15:00,223.6559
MT_010,2012-01-11 03:15:00,141.9355
MT_010,2012-01-11 04:15:00,137.6344
MT_010,2012-01-11 05:15:00,173.1183
MT_010,2012-01-11 06:15:00,219.3548
MT_010,2012-01-11 07:15:00,244.0860
MT_010,2012-01-11 08:15:00,338.7097
MT_010,2012-01-11 09:15:00,339.7849
MT_010,2012-01-11 10:15:00,367.7419
MT_010,2012-01-11 11:15:00,306.4516
MT_010,2012-01-11 12:15:00,387.0968
MT_010,2012-01-11 13:15:00,516.1290
MT_010,2012-01-11 14:15:00,377.4194
MT_010,2012-01-11 15:15:00,376.3441
MT_010,2012-01-11 16:15:00,343.0108
MT_010,2012-01-11 17:15:00,436.5591
MT_010,2012-01-11 18:15:00,660.2151
MT_010,2012-01-11 19:15:00,630.1075
MT_010,2012-01-11 20:15:00,548.3871
MT_010,2012-01-11 21:15:00,470.9677
MT_010,2012-01-11 22:15:00,391.3978
MT_010,2012-01-11 23:15:00,282.7957
MT_010,2012-01-12 00:15:00,255.9140
MT_010,2012-01-12 01:15:00,245.1613
MT_010,2012-01-12 02:15:00,239.7849
MT_010,2012-01-12 03:15:00,143.0108
MT_010,2012-01-12 04:15:00,139.7849
MT_010,2012-01-12 05:15:00,180.6452
MT_010,2012-01-12 06:15:00,210.7527
MT_010,2012-01-12 07:15:00,225.8065
MT_010,2012-01-12 08:15:00,252.6882
MT_010,2012-01-12 09:15:00,245.1613
MT_010,2012-01-12 10:15:00,192.4731
MT_010,2012-01-12 11:15:00,287.0968
MT_010,2012-01-12 12:15:00,423.6559
MT_010,2012-01-12 13:15:00,297.8495
MT_010,2012-01-12 14:15:00,345.1613
MT_010,2012-01-12 15:15:00,418.2796
MT_010,2012-01-12 16:15:00,552.6882
MT_010,2012-01-12 17:15:00,483.8710
MT_010,2012-01-12 18:15:00,491.3978
MT_010,2012-01-12 19:15:00,431.1828
MT_010,2012-01-12 20:15:00,351.6129
MT_010,2012-01-12 21:15:00,337.6344
MT_010,2012-01-12 22:15:00,326.8817
MT_010,2012-01-12 23:15:00,287.0968
MT_010,2012-01-13 00:15:00,254.8387
MT_010,2012-01-13 01:15:00,232.2581
MT_010,2012-01-13 02:15:00,231.1828
MT_010,2012-01-13 03:15:00,156.9892
MT_010,2012-01-13 04:15:00,146.2366
MT_010,2012-01-13 05:15:00,183.8710
MT_010,2012-01-13 06:15:00,226.8817
MT_010,2012-01-13 07:15:00,244.0860
MT_010,2012-01-13 08:15:00,196.7742
MT_010,2012-01-13 09:15:00,196.7742
MT_010,2012-01-13 10:15:00,177.4194
MT_010,2012-01-13 11:15:00,182.7957
MT_010,2012-01-13 12:15:00,203.2258
MT_010,2012-01-13 13:15:00,184.9462
MT_010,2012-01-13 14:15:00,368.8172
MT_010,2012-01-13 15:15:00,180.6452
MT_010,2012-01-13 16:15:00,152.6882
MT_010,2012-01-13 17:15:00,227.9570
MT_010,2012-01-13 18:15:00,373.1183
MT_010,2012-01-13 19:15:00,388.1720
MT_010,2012-01-13 20:15:00,377.4194
MT_010,2012-01-13 21:15:00,316.1290
MT_010,2012-01-13 22:15:00,307.5269
MT_010,2012-01-13 23:15:00,300.0000
MT_010,2012-01-14 00:15:00,256.9892
MT_010,2012-01-14 01:15:00,235.4839
MT_010,2012-01-14 02:15:00,240.8602
MT_010,2012-01-14 03:15:00,159.1398
MT_010,2012-01-14 04:15:00,156.9892
MT_010,2012-01-14 05:15:00,194.6237
MT_010,2012-01-14 06:15:00,221.5054
MT_010,2012-01-14 07:15:00,192.4731
MT_010,2012-01-14 08:15:00,177.4194
MT_010,2012-01-14 09:15:00,224.7312
MT_010,2012-01-14 10:15:00,223.6559
MT_010,2012-01-14 11:15:00,240.8602
MT_010,2012-01-14 12:15:00,229.0323
MT_010,2012-01-14 13:15:00,210.7527
MT_010,2012-01-14 14:15:00,248.3871
MT_010,2012-01-14 15:15:00,239.7849
MT_010,2012-01-14 16:15:00,251.6129
MT_010,2012-01-14 17:15:00,283.8710
MT_010,2012-01-14 18:15:00,344.0860
MT_010,2012-01-14 19:15:00,354.8387
MT_010,2012-01-14 20:15:00,365.5914
MT_010,2012-01-14 21:15:00,363.4409
MT_010,2012-01-14 22:15:00,345.1613
MT_010,2012-01-14 23:15:00,307.5269
MT_010,2012-01-15 00:15:00,269.8925
MT_010,2012-01-15 01:15:00,249.4624
MT_010,2012-01-15 02:15:00,230.1075
MT_010,2012-01-15 03:15:00,146.2366
MT_010,2012-01-15 04:15:00,141.9355
MT_010,2012-01-15 05:15:00,178.4946
MT_010,2012-01-15 06:15:00,212.9032
MT_010,2012-01-15 07:15:00,179.5699
MT_010,2012-01-15 08:15:00,161.2903
MT_010,2012-01-15 09:15:00,201.0753
MT_010,2012-01-15 10:15:00,213.9785
MT_010,2012-01-15 11:15:00,217.2043
MT_010,2012-01-15 12:15:00,197.8495
MT_010,2012-01-15 13:15:00,180.6452
MT_010,2012-01-15 14:15:00,197.8495
MT_010,2012-01-15 15:15:00,188.1720
MT_010,2012-01-15 16:15:00,201.0753
MT_010,2012-01-15 17:15:00,222.5806
MT_010,2012-01-15 18:15:00,348.3871
MT_010,2012-01-15 19:15:00,333.3333
MT_010,2012-01-15 20:15:00,338.7097
MT_010,2012-01-15 21:15:00,311.8280
MT_010,2012-01-15 22:15:00,275.2688
MT_010,2012-01-15 23:15:00,245.1613
MT_010,2012-01-16 00:15:00,224.7312
MT_010,2012-01-16 01:15:00,218.2796
MT_010,2012-01-16 02:15:00,216.1290
MT_010,2012-01-16 03:15:00,134.4086
MT_010,2012-01-16 04:15:00,132.2581
MT_010,2012-01-16 05:15:00,165.5914
MT_010,2012-01-16 06:15:00,206.4516
MT_010,2012-01-16 07:15:00,201.0753
MT_010,2012-01-16 08:15:00,172.0430
MT_010,2012-01-16 09:15:00,212.9032
MT_010,2012-01-16 10:15:00,177.4194
MT_010,2012-01-16 11:15:00,296.7742
MT_010,2012-01-16 12:15:00,418.2796
MT_010,2012-01-16 13:15:00,379.5699
MT_010,2012-01-16 14:15:00,366.6667
MT_010,2012-01-16 15:15:00,405.3763
MT_010,2012-01-16 16:15:00,490.3226
MT_010,2012-01-16 17:15:00,459.1398
MT_010,2012-01-16 18:15:00,478.4946
MT_010,2012-01-16 19:15:00,451.6129
MT_010,2012-01-16 20:15:00,434.4086
MT_010,2012-01-16 21:15:00,433.3333
MT_010,2012-01-16 22:15:00,362.3656
MT_010,2012-01-16 23:15:00,290.3226
MT_010,2012-01-17 00:15:00,246.2366
MT_010,2012-01-17 01:15:00,222.5806
MT_010,2012-01-17 02:15:00,223.6559
MT_010,2012-01-17 03:15:00,136.5591
MT_010,2012-01-17 04:15:00,132.2581
MT_010,2012-01-17 05:15:00,161.2903
MT_010,2012-01-17 06:15:00,200.0000
MT_010,2012-01-17 07:15:00,217.2043
MT_010,2012-01-17 08:15:00,177.4194
MT_010,2012-01-17 09:15:00,179.5699
MT_010,2012-01-17 10:15:00,187.0968
MT_010,2012-01-17 11:15:00,232.2581
MT_010,2012-01-17 12:15:00,410.7527
MT_010,2012-01-17 13:15:00,389.2473
MT_010,2012-01-17 14:15:00,272.0430
MT_010,2012-01-17 15:15:00,266.6667
MT_010,2012-01-17 16:15:00,261.2903
MT_010,2012-01-17 17:15:00,309.6774
MT_010,2012-01-17 18:15:00,500.0000
MT_010,2012-01-17 19:15:00,603.2258
MT_010,2012-01-17 20:15:00,659.1398
MT_010,2012-01-17 21:15:00,666.6667
MT_010,2012-01-17 22:15:00,392.4731
MT_010,2012-01-17 23:15:00,262.3656
MT_010,2012-01-18 00:15:00,234.4086
MT_010,2012-01-18 01:15:00,225.8065
MT_010,2012-01-18 02:15:00,223.6559
MT_010,2012-01-18 03:15:00,147.3118
MT_010,2012-01-18 04:15:00,141.9355
MT_010,2012-01-18 05:15:00,169.8925
MT_010,2012-01-18 06:15:00,209.6774
MT_010,2012-01-18 07:15:00,287.0968
MT_010,2012-01-18 08:15:00,246.2366
MT_010,2012-01-18 09:15:00,346.2366
MT_010,2012-01-18 10:15:00,378.4946
MT_010,2012-01-18 11:15:00,347.3118
MT_010,2012-01-18 12:15:00,394.6237
MT_010,2012-01-18 13:15:00,267.7419
MT_010,2012-01-18 14:15:00,241.9355
MT_010,2012-01-18 15:15:00,297.8495
MT_010,2012-01-18 16:15:00,181.7204
MT_010,2012-01-18 17:15:00,383.8710
MT_010,2012-01-18 18:15:00,546.2366
MT_010,2012-01-18 19:15:00,611.8280
MT_010,2012-01-18 20:15:00,454.8387
MT_010,2012-01-18 21:15:00,327.9570
MT_010,2012-01-18 22:15:00,306.4516
MT_010,2012-01-18 23:15:00,296.7742
MT_010,2012-01-19 00:15:00,233.3333
MT_010,2012-01-19 01:15:00,226.8817
MT_010,2012-01-19 02:15:00,222.5806
MT_010,2012-01-19 03:15:00,148.3871
MT_010,2012-01-19 04:15:00,143.0108
MT_010,2012-01-19 05:15:00,175.2688
MT_010,2012-01-19 06:15:00,217.2043
MT_010,2012-01-19 07:15:00,222.5806
MT_010,2012-01-19 08:15:00,287.0968
MT_010,2012-01-19 09:15:00,266.6667
MT_010,2012-01-19 10:15:00,196.7742
MT_010,2012-01-19 11:15:00,291.3978
MT_010,2012-01-19 12:15:00,230.1075
MT_010,2012-01-19 13:15:00,322.5806
MT_010,2012-01-19 14:15:00,363.4409
MT_010,2012-01-19 15:15:00,359.1398
MT_010,2012-01-19 16:15:00,361.2903
MT_010,2012-01-19 17:15:00,344.0860
MT_010,2012-01-19 18:15:00,438.7097
MT_010,2012-01-19 19:15:00,458.0645
MT_010,2012-01-19 20:15:00,352.6882
MT_010,2012-01-19 21:15:00,320.4301
MT_010,2012-01-19 22:15:00,290.3226
MT_010,2012-01-19 23:15:00,266.6667
MT_010,2012-01-20 00:15:00,237.6344
MT_010,2012-01-20 01:15:00,226.8817
MT_010,2012-01-20 02:15:00,217.2043
MT_010,2012-01-20 03:15:00,127.9570
MT_010,2012-01-20 04:15:00,126.8817
MT_010,2012-01-20 05:15:00,164.5161
MT_010,2012-01-20 06:15:00,218.2796
MT_010,2012-01-20 07:15:00,225.8065
MT_010,2012-01-20 08:15:00,197.8495
MT_010,2012-01-20 09:15:00,301.0753
MT_010,2012-01-20 10:15:00,160.2151
MT_010,2012-01-20 11:15:00,173.1183
MT_010,2012-01-20 12:15:00,296.7742
MT_010,2012-01-20 13:15:00,296.7742
MT_010,2012-01-20 14:15:00,263.4409
MT_010,2012-01-20 15:15:00,262.3656
MT_010,2012-01-20 16:15:00,256.9892
MT_010,2012-01-20 17:15:00,290.3226
MT_010,2012-01-20 18:15:00,400.0000
MT_010,2012-01-20 19:15:00,444.0860
MT_010,2012-01-20 20:15:00,386.0215
MT_010,2012-01-20 21:15:00,306.4516
MT_010,2012-01-20 22:15:00,281.7204
MT_010,2012-01-20 23:15:00,263.4409
